GeneID,GeneName,Synonym,Tax_ID,Organism
4916790,CD630_RS04895,CD630_RS04895,272563,Clostridioides difficile 630
4916790,CD630_RS04895,CD630_08620,272563,Clostridioides difficile 630
4916789,CD630_RS04890,CD630_RS04890,272563,Clostridioides difficile 630
4916789,CD630_RS04890,CD630_08610,272563,Clostridioides difficile 630
4916788,CD630_RS04885,CD630_08600,272563,Clostridioides difficile 630
4916788,CD630_RS04885,CD630_RS04885,272563,Clostridioides difficile 630
4916786,CD630_RS09640,CD630_17690,272563,Clostridioides difficile 630
4916786,CD630_RS09640,CD630_RS09640,272563,Clostridioides difficile 630
4916785,CD630_RS09635,CD630_RS09635,272563,Clostridioides difficile 630
4916785,CD630_RS09635,CD630_17680,272563,Clostridioides difficile 630
4916784,gap,CD630_17670,272563,Clostridioides difficile 630
4916784,gap,gap,272563,Clostridioides difficile 630
4916783,CD630_RS09625,CD630_17660,272563,Clostridioides difficile 630
4916783,CD630_RS09625,CD630_RS09625,272563,Clostridioides difficile 630
4916782,CD630_RS09620,CD630_RS09620,272563,Clostridioides difficile 630
4916782,CD630_RS09620,CD630_17650,272563,Clostridioides difficile 630
4916781,CD630_RS09615,CD630_17640,272563,Clostridioides difficile 630
4916781,CD630_RS09615,CD630_RS09615,272563,Clostridioides difficile 630
4916780,CD630_RS09610,CD630_17630,272563,Clostridioides difficile 630
4916780,CD630_RS09610,CD630_RS09610,272563,Clostridioides difficile 630
4916779,CD630_RS09605,CD630_17620,272563,Clostridioides difficile 630
4916779,CD630_RS09605,CD630_RS09605,272563,Clostridioides difficile 630
4916778,CD630_RS09600,CD630_RS09600,272563,Clostridioides difficile 630
4916778,CD630_RS09600,CD630_17610,272563,Clostridioides difficile 630
4916777,CD630_RS09595,CD630_RS09595,272563,Clostridioides difficile 630
4916777,CD630_RS09595,CD630_17600,272563,Clostridioides difficile 630
4916776,CD630_RS09590,CD630_RS09590,272563,Clostridioides difficile 630
4916776,CD630_RS09590,CD630_17591,272563,Clostridioides difficile 630
4916775,CD630_RS09585,CD630_RS09585,272563,Clostridioides difficile 630
4916775,CD630_RS09585,CD630_17590,272563,Clostridioides difficile 630
4916774,CD630_RS09580,CD630_RS09580,272563,Clostridioides difficile 630
4916774,CD630_RS09580,CD630_17580,272563,Clostridioides difficile 630
4916773,CD630_RS09575,CD630_RS09575,272563,Clostridioides difficile 630
4916773,CD630_RS09575,CD630_17570,272563,Clostridioides difficile 630
4916772,def,def,272563,Clostridioides difficile 630
4916772,def,CD630_17560,272563,Clostridioides difficile 630
4916771,CD630_RS05755,CD630_RS05755,272563,Clostridioides difficile 630
4916771,CD630_RS05755,CD630_10310,272563,Clostridioides difficile 630
4916770,CD630_RS05750,CD630_10300,272563,Clostridioides difficile 630
4916770,CD630_RS05750,CD630_RS05750,272563,Clostridioides difficile 630
4916769,CD630_RS05745,CD630_10290,272563,Clostridioides difficile 630
4916769,CD630_RS05745,CD630_RS05745,272563,Clostridioides difficile 630
4916768,CD630_RS05740,CD630_RS05740,272563,Clostridioides difficile 630
4916768,CD630_RS05740,CD630_10280,272563,Clostridioides difficile 630
4916767,CD630_RS05735,CD630_10270,272563,Clostridioides difficile 630
4916767,CD630_RS05735,CD630_RS05735,272563,Clostridioides difficile 630
4916766,CD630_RS05730,CD630_RS05730,272563,Clostridioides difficile 630
4916766,CD630_RS05730,CD630_10260,272563,Clostridioides difficile 630
4916765,CD630_RS05725,CD630_RS05725,272563,Clostridioides difficile 630
4916765,CD630_RS05725,CD630_10250,272563,Clostridioides difficile 630
4916764,CD630_RS05720,CD630_RS05720,272563,Clostridioides difficile 630
4916764,CD630_RS05720,CD630_10240,272563,Clostridioides difficile 630
4916763,CD630_RS05715,CD630_10230,272563,Clostridioides difficile 630
4916763,CD630_RS05715,CD630_RS05715,272563,Clostridioides difficile 630
4916762,CD630_RS05710,CD630_RS05710,272563,Clostridioides difficile 630
4916762,CD630_RS05710,CD630_10220,272563,Clostridioides difficile 630
4916761,CD630_RS05705,CD630_10210,272563,Clostridioides difficile 630
4916761,CD630_RS05705,CD630_RS05705,272563,Clostridioides difficile 630
4916760,CD630_RS05700,CD630_10200,272563,Clostridioides difficile 630
4916760,CD630_RS05700,CD630_RS05700,272563,Clostridioides difficile 630
4916759,CD630_RS01730,CD630_RS01730,272563,Clostridioides difficile 630
4916759,CD630_RS01730,CD630_02410,272563,Clostridioides difficile 630
4916758,CD630_RS01725,CD630_02400,272563,Clostridioides difficile 630
4916758,CD630_RS01725,CD630_RS01725,272563,Clostridioides difficile 630
4916757,fliC,CD630_02390,272563,Clostridioides difficile 630
4916757,fliC,fliC,272563,Clostridioides difficile 630
4916756,CD630_RS01715,CD630_RS01715,272563,Clostridioides difficile 630
4916756,CD630_RS01715,CD630_02380,272563,Clostridioides difficile 630
4916755,fliD,CD630_02370,272563,Clostridioides difficile 630
4916755,fliD,fliD,272563,Clostridioides difficile 630
4916754,fliS,CD630_02360,272563,Clostridioides difficile 630
4916754,fliS,fliS,272563,Clostridioides difficile 630
4916753,fliS,CD630_02350,272563,Clostridioides difficile 630
4916753,fliS,fliS,272563,Clostridioides difficile 630
4916752,csrA,CD630_02340,272563,Clostridioides difficile 630
4916752,csrA,csrA,272563,Clostridioides difficile 630
4916751,CD630_RS01690,CD630_RS01690,272563,Clostridioides difficile 630
4916751,CD630_RS01690,CD630_02330,272563,Clostridioides difficile 630
4916750,flgL,flgL,272563,Clostridioides difficile 630
4916750,flgL,CD630_02320,272563,Clostridioides difficile 630
4916749,flgK,flgK,272563,Clostridioides difficile 630
4916749,flgK,CD630_02310,272563,Clostridioides difficile 630
4916748,CD630_RS01675,CD630_02300,272563,Clostridioides difficile 630
4916748,CD630_RS01675,CD630_RS01675,272563,Clostridioides difficile 630
4916747,flgM,flgM,272563,Clostridioides difficile 630
4916747,flgM,CD630_02290,272563,Clostridioides difficile 630
4916746,CD630_RS01665,CD630_02280,272563,Clostridioides difficile 630
4916746,CD630_RS01665,CD630_RS01665,272563,Clostridioides difficile 630
4916745,thiH,thiH,272563,Clostridioides difficile 630
4916745,thiH,CD630_17050,272563,Clostridioides difficile 630
4916744,CD630_RS09280,CD630_RS09280,272563,Clostridioides difficile 630
4916744,CD630_RS09280,CD630_17040,272563,Clostridioides difficile 630
4916743,thiF,thiF,272563,Clostridioides difficile 630
4916743,thiF,CD630_17030,272563,Clostridioides difficile 630
4916742,thiS,thiS,272563,Clostridioides difficile 630
4916742,thiS,CD630_17021,272563,Clostridioides difficile 630
4916741,thiC,thiC,272563,Clostridioides difficile 630
4916741,thiC,CD630_17020,272563,Clostridioides difficile 630
4916739,recQ,recQ,272563,Clostridioides difficile 630
4916739,recQ,CD630_17010,272563,Clostridioides difficile 630
4916737,ribD,ribD,272563,Clostridioides difficile 630
4916737,ribD,CD630_17000,272563,Clostridioides difficile 630
4916736,CD630_RS09250,CD630_RS09250,272563,Clostridioides difficile 630
4916736,CD630_RS09250,CD630_16990,272563,Clostridioides difficile 630
4916735,CD630_RS09245,CD630_16980,272563,Clostridioides difficile 630
4916735,CD630_RS09245,CD630_RS09245,272563,Clostridioides difficile 630
4916734,CD630_RS09240,CD630_RS09240,272563,Clostridioides difficile 630
4916734,CD630_RS09240,CD630_16970,272563,Clostridioides difficile 630
4916733,CD630_RS09235,CD630_RS09235,272563,Clostridioides difficile 630
4916733,CD630_RS09235,CD630_16960,272563,Clostridioides difficile 630
4916732,CD630_RS09230,CD630_16950,272563,Clostridioides difficile 630
4916732,CD630_RS09230,CD630_RS09230,272563,Clostridioides difficile 630
4916731,pdaA,CD630_27190,272563,Clostridioides difficile 630
4916731,pdaA,pdaA,272563,Clostridioides difficile 630
4916730,CD630_RS14545,CD630_r0260,272563,Clostridioides difficile 630
4916730,CD630_RS14545,CD630_RS14545,272563,Clostridioides difficile 630
4916729,CD630_RS14540,CD630_r0250,272563,Clostridioides difficile 630
4916729,CD630_RS14540,CD630_RS14540,272563,Clostridioides difficile 630
4916728,CD630_RS14535,CD630_t0830,272563,Clostridioides difficile 630
4916728,CD630_RS14535,CD630_RS14535,272563,Clostridioides difficile 630
4916727,srtB,srtB,272563,Clostridioides difficile 630
4916727,srtB,CD630_27180,272563,Clostridioides difficile 630
4916725,CD630_RS14520,CD630_27170,272563,Clostridioides difficile 630
4916725,CD630_RS14520,CD630_RS14520,272563,Clostridioides difficile 630
4916724,CD630_RS14515,CD630_27160,272563,Clostridioides difficile 630
4916724,CD630_RS14515,CD630_RS14515,272563,Clostridioides difficile 630
4916723,CD630_RS14510,CD630_RS14510,272563,Clostridioides difficile 630
4916723,CD630_RS14510,CD630_27151,272563,Clostridioides difficile 630
4916722,galU,CD630_27150,272563,Clostridioides difficile 630
4916722,galU,galU,272563,Clostridioides difficile 630
4916721,galE,galE,272563,Clostridioides difficile 630
4916721,galE,CD630_27140,272563,Clostridioides difficile 630
4916720,CD630_RS14495,CD630_27130,272563,Clostridioides difficile 630
4916720,CD630_RS14495,CD630_RS14495,272563,Clostridioides difficile 630
4916719,CD630_RS14490,CD630_RS14490,272563,Clostridioides difficile 630
4916719,CD630_RS14490,CD630_27120,272563,Clostridioides difficile 630
4916718,CD630_RS14485,CD630_27110,272563,Clostridioides difficile 630
4916718,CD630_RS14485,CD630_RS14485,272563,Clostridioides difficile 630
4916717,CD630_RS13490,CD630_RS13490,272563,Clostridioides difficile 630
4916717,CD630_RS13490,CD630_25130,272563,Clostridioides difficile 630
4916716,CD630_RS13485,CD630_25120,272563,Clostridioides difficile 630
4916716,CD630_RS13485,CD630_RS13485,272563,Clostridioides difficile 630
4916715,CD630_RS13480,CD630_RS13480,272563,Clostridioides difficile 630
4916715,CD630_RS13480,CD630_25110,272563,Clostridioides difficile 630
4916714,CD630_RS13475,CD630_RS13475,272563,Clostridioides difficile 630
4916714,CD630_RS13475,CD630_25100,272563,Clostridioides difficile 630
4916713,CD630_RS13470,CD630_RS13470,272563,Clostridioides difficile 630
4916713,CD630_RS13470,CD630_25090,272563,Clostridioides difficile 630
4916712,CD630_RS13465,CD630_RS13465,272563,Clostridioides difficile 630
4916712,CD630_RS13465,CD630_25080,272563,Clostridioides difficile 630
4916711,CD630_RS13460,CD630_25070,272563,Clostridioides difficile 630
4916711,CD630_RS13460,CD630_RS13460,272563,Clostridioides difficile 630
4916710,CD630_RS13455,CD630_25060,272563,Clostridioides difficile 630
4916710,CD630_RS13455,CD630_RS13455,272563,Clostridioides difficile 630
4916709,CD630_RS13450,CD630_RS13450,272563,Clostridioides difficile 630
4916709,CD630_RS13450,CD630_25050,272563,Clostridioides difficile 630
4916708,CD630_RS13445,CD630_25040,272563,Clostridioides difficile 630
4916708,CD630_RS13445,CD630_RS13445,272563,Clostridioides difficile 630
4916707,CD630_RS13440,CD630_RS13440,272563,Clostridioides difficile 630
4916707,CD630_RS13440,CD630_25030,272563,Clostridioides difficile 630
4916706,CD630_RS13435,CD630_RS13435,272563,Clostridioides difficile 630
4916706,CD630_RS13435,CD630_25020,272563,Clostridioides difficile 630
4916705,CD630_RS13430,CD630_25010,272563,Clostridioides difficile 630
4916705,CD630_RS13430,CD630_RS13430,272563,Clostridioides difficile 630
4916703,argH,argH,272563,Clostridioides difficile 630
4916703,argH,CD630_25000,272563,Clostridioides difficile 630
4916702,CD630_RS01660,CD630_RS01660,272563,Clostridioides difficile 630
4916702,CD630_RS01660,CD630_02270,272563,Clostridioides difficile 630
4916701,CD630_RS01655,CD630_RS01655,272563,Clostridioides difficile 630
4916701,CD630_RS01655,CD630_02260,272563,Clostridioides difficile 630
4916700,CD630_RS01650,CD630_02250,272563,Clostridioides difficile 630
4916700,CD630_RS01650,CD630_RS01650,272563,Clostridioides difficile 630
4916699,purD,CD630_02240,272563,Clostridioides difficile 630
4916699,purD,purD,272563,Clostridioides difficile 630
4916698,purH,CD630_02230,272563,Clostridioides difficile 630
4916698,purH,purH,272563,Clostridioides difficile 630
4916697,CD630_RS01635,CD630_RS01635,272563,Clostridioides difficile 630
4916697,CD630_RS01635,CD630_02220,272563,Clostridioides difficile 630
4916696,CD630_RS01630,CD630_RS01630,272563,Clostridioides difficile 630
4916696,CD630_RS01630,CD630_02210,272563,Clostridioides difficile 630
4916695,purF,CD630_02200,272563,Clostridioides difficile 630
4916695,purF,purF,272563,Clostridioides difficile 630
4916694,CD630_RS01620,CD630_02190,272563,Clostridioides difficile 630
4916694,CD630_RS01620,CD630_RS01620,272563,Clostridioides difficile 630
4916693,purE,CD630_02180,272563,Clostridioides difficile 630
4916693,purE,purE,272563,Clostridioides difficile 630
4916692,CD630_RS01610,CD630_02170,272563,Clostridioides difficile 630
4916692,CD630_RS01610,CD630_RS01610,272563,Clostridioides difficile 630
4916691,tnpB,CD630_02160,272563,Clostridioides difficile 630
4916691,tnpB,tnpB,272563,Clostridioides difficile 630
4916690,CD630_RS19035,CD630_RS19035,272563,Clostridioides difficile 630
4916690,CD630_RS19035,CD630_35790,272563,Clostridioides difficile 630
4916689,lepB,CD630_05540,272563,Clostridioides difficile 630
4916689,lepB,lepB,272563,Clostridioides difficile 630
4916688,CD630_RS03335,CD630_RS03335,272563,Clostridioides difficile 630
4916688,CD630_RS03335,CD630_05530,272563,Clostridioides difficile 630
4916687,CD630_RS03330,CD630_05520,272563,Clostridioides difficile 630
4916687,CD630_RS03330,CD630_RS03330,272563,Clostridioides difficile 630
4916686,sleC,CD630_05510,272563,Clostridioides difficile 630
4916686,sleC,sleC,272563,Clostridioides difficile 630
4916685,CD630_RS03320,CD630_RS03320,272563,Clostridioides difficile 630
4916685,CD630_RS03320,CD630_05500,272563,Clostridioides difficile 630
4916684,CD630_RS03315,CD630_RS03315,272563,Clostridioides difficile 630
4916684,CD630_RS03315,CD630_05490,272563,Clostridioides difficile 630
4916683,CD630_RS03310,CD630_05480,272563,Clostridioides difficile 630
4916683,CD630_RS03310,CD630_RS03310,272563,Clostridioides difficile 630
4916682,CD630_RS03305,CD630_05470,272563,Clostridioides difficile 630
4916682,CD630_RS03305,CD630_RS03305,272563,Clostridioides difficile 630
4916681,CD630_RS03300,CD630_05460,272563,Clostridioides difficile 630
4916681,CD630_RS03300,CD630_RS03300,272563,Clostridioides difficile 630
4916680,CD630_RS03295,CD630_RS03295,272563,Clostridioides difficile 630
4916680,CD630_RS03295,CD630_05450,272563,Clostridioides difficile 630
4916679,CD630_RS03290,CD630_05440,272563,Clostridioides difficile 630
4916679,CD630_RS03290,CD630_RS03290,272563,Clostridioides difficile 630
4916678,CD630_RS03285,CD630_RS03285,272563,Clostridioides difficile 630
4916678,CD630_RS03285,CD630_05430,272563,Clostridioides difficile 630
4916677,CD630_RS03280,CD630_05420,272563,Clostridioides difficile 630
4916677,CD630_RS03280,CD630_RS03280,272563,Clostridioides difficile 630
4916676,CD630_RS03275,CD630_05410,272563,Clostridioides difficile 630
4916676,CD630_RS03275,CD630_RS03275,272563,Clostridioides difficile 630
4916675,rplA,CD630_00620,272563,Clostridioides difficile 630
4916675,rplA,rplA,272563,Clostridioides difficile 630
4916674,rplK,rplK,272563,Clostridioides difficile 630
4916674,rplK,CD630_00610,272563,Clostridioides difficile 630
4916673,nusG,CD630_00600,272563,Clostridioides difficile 630
4916673,nusG,nusG,272563,Clostridioides difficile 630
4916672,secE,CD630_00590,272563,Clostridioides difficile 630
4916672,secE,secE,272563,Clostridioides difficile 630
4916671,rpmG,rpmG,272563,Clostridioides difficile 630
4916671,rpmG,CD630_00581,272563,Clostridioides difficile 630
4916670,tuf,tuf,272563,Clostridioides difficile 630
4916670,tuf,CD630_00580,272563,Clostridioides difficile 630
4916669,sigH,CD630_00570,272563,Clostridioides difficile 630
4916669,sigH,sigH,272563,Clostridioides difficile 630
4916668,CD630_RS00545,CD630_RS00545,272563,Clostridioides difficile 630
4916668,CD630_RS00545,CD630_00560,272563,Clostridioides difficile 630
4916667,rlmB,CD630_00550,272563,Clostridioides difficile 630
4916667,rlmB,rlmB,272563,Clostridioides difficile 630
4916666,CD630_RS00535,CD630_RS00535,272563,Clostridioides difficile 630
4916666,CD630_RS00535,CD630_00540,272563,Clostridioides difficile 630
4916665,CD630_RS00530,CD630_RS00530,272563,Clostridioides difficile 630
4916665,CD630_RS00530,CD630_00530,272563,Clostridioides difficile 630
4916664,CD630_RS00525,CD630_RS00525,272563,Clostridioides difficile 630
4916664,CD630_RS00525,CD630_00520,272563,Clostridioides difficile 630
4916663,CD630_RS00520,CD630_RS00520,272563,Clostridioides difficile 630
4916663,CD630_RS00520,CD630_00510,272563,Clostridioides difficile 630
4916662,CD630_RS00515,CD630_RS00515,272563,Clostridioides difficile 630
4916662,CD630_RS00515,CD630_00500,272563,Clostridioides difficile 630
4916661,CD630_RS16595,CD630_RS16595,272563,Clostridioides difficile 630
4916661,CD630_RS16595,CD630_31180,272563,Clostridioides difficile 630
4916660,CD630_RS16590,CD630_31170,272563,Clostridioides difficile 630
4916660,CD630_RS16590,CD630_RS16590,272563,Clostridioides difficile 630
4916659,CD630_RS16585,CD630_RS16585,272563,Clostridioides difficile 630
4916659,CD630_RS16585,CD630_31160,272563,Clostridioides difficile 630
4916658,CD630_RS16580,CD630_31150,272563,Clostridioides difficile 630
4916658,CD630_RS16580,CD630_RS16580,272563,Clostridioides difficile 630
4916657,CD630_RS16575,CD630_31140,272563,Clostridioides difficile 630
